pl_name,hostname,tic_id,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma
TOI-1246 b,TOI-1246,TIC 230127302,0.049,3.01,8.1,K V,5151.0,0.86,0.87,0.500,6.3,K1V,0.001,0.1,1.23
TOI-1246 c,TOI-1246,TIC 230127302,0.061,2.45109846,9.1,K V,5213.0,0.8649,0.8889,0.500,6.3,K1V,0.001,0.1,1.23
TOI-1246 e,TOI-1246,TIC 230127302,0.212,3.5141875,14.5,K V,5213.0,0.8649,0.8889,0.500,6.3,K1V,0.001,0.1,1.23
HD 135694 b,HD 135694,TIC 232540264,0.124695,2.857,6.1,,5712.0,1.08,1.02,1.095,9.8,G3V,0.001,0.1,1.23
TOI-4600 c,TOI-4600,TIC 232608943,1.152,9.42,2946.26933289,K V,5170.0,0.81,0.89,0.420,2.3,K1V,0.001,0.1,1.23
TOI-4600 b,TOI-4600,TIC 232608943,0.349,6.8,959.84178914,K V,5170.0,0.81,0.89,0.420,2.3,K1V,0.001,0.1,1.23
TOI-1248 b,TOI-1248,TIC 232612416,0.051,6.8084859,27.4,,5205.0,0.8686,0.9042,0.501,5.5,K1V,0.001,0.1,1.23
TOI-5882 b,TOI-5882,TIC 232941965,0.0804,11.46678726,6995.40323807,,5920.0,2.26,1.334,5.670,4.11,G0V,0.001,0.1,1.23
TOI-1173 b,TOI-1173,TIC 232967440,0.0696,9.19,27.4,G9,5350.0,0.934,0.911,0.678,8.7,G9V,0.001,0.1,1.23
TOI-1249 b,TOI-1249,TIC 232976128,0.109,3.2710301,11.9,,5497.0,0.9785,1.0062,0.792,4.0,G8V,0.001,0.1,1.23
TOI-1439 b,TOI-1439,TIC 232982558,0.192,4.2427861,38.5,,5841.0,1.6184,1.2313,2.760,4.6,G1V,0.001,0.1,1.23
TOI-1184 b,TOI-1184,TIC 233087860,0.056027,2.39,6.8,,4534.0,0.69,0.71,0.199,5.3,K4V,0.001,0.1,1.23
TOI-1749 c,TOI-1749,TIC 233602827,0.0443,2.12,14.0,M0 V,3985.0,0.55,0.58,0.070,0.8,K8V,0.001,0.1,1.23
TOI-1749 d,TOI-1749,TIC 233602827,0.0707,2.52,15.0,M0 V,3985.0,0.55,0.58,0.070,0.8,K8V,0.001,0.1,1.23
TOI-1749 b,TOI-1749,TIC 233602827,0.0291,1.39,57.0,M0 V,3985.0,0.55,0.58,0.070,0.8,K8V,0.001,0.1,1.23
TOI-1203.01,TOI-1203,TIC 23434737,0.1632,2.918,7.39,G3 V,5737.0,1.179,0.886,1.348,12.5,G3V,0.001,0.1,1.23
L 168-9 b,L 168-9,TIC 234994474,0.0208,1.63,4.07,M0.5 V,3842.0,0.604,0.614,0.072,nan,M0V,0.001,0.6,1.23
TOI-2095 c,TOI-2095,TIC 235678745,0.137,1.33,7.4,M2.5 V,3759.0,0.44,0.44,0.035,1.0,M0.5V,0.001,0.6,1.23
TOI-2095 b,TOI-2095,TIC 235678745,0.101,1.25,4.1,M2.5 V,3759.0,0.44,0.44,0.035,1.0,M0.5V,0.001,0.6,1.23
TOI-1298 b,TOI-1298,TIC 237104103,0.057,9.65807033,99.0,,5752.0,1.4536,1.2187,2.092,4.3,G2V,0.001,0.1,1.23
HIP 97166 b,HIP 97166,TIC 237222864,0.091,2.4801338,19.1,K0 V,5216.0,0.8418,0.9342,0.473,1.2,K1V,0.001,0.1,1.23
TOI-1443 b,TOI-1443,TIC 237232044,0.147,2.30381001,30.0,,5224.0,0.7511,0.7663,0.380,7.4,K0V,0.001,0.1,1.23
TOI-3919 b,TOI-3919,TIC 23769326,0.0795,12.31866979,1233.17421916,,6100.0,1.319,1.208,2.168,3.1,F9V,0.001,0.1,1.23
TIC 237913194 b,TIC 237913194,TIC 237913194,0.1207,12.520453,617.22586,G3,5788.0,1.088,1.026,1.196,5.7,G2V,0.001,0.1,1.23
TOI-2416 b,TOI-2416,TIC 237922465,0.0831,9.86390302,953.485221,,5808.0,1.236,1.118,1.574,4.9,G2V,0.001,0.1,1.23
TOI-4940 b,TOI-4940,TIC 237929468,0.165,6.61,89.0,G8 V,5504.0,1.163,1.012,1.116,9.8,G8V,0.001,0.1,1.23
GJ 806 b,GJ 806,TIC 239332587,0.01406,1.331,1.9,M1.5 V,3600.0,0.4144,0.413,0.026,5.0,M1.5V,0.001,0.6,1.23
TOI-2570 b,TOI-2570,TIC 239816546,0.04145,13.64132951,260.61929374,,5771.0,1.095,1.063,1.199,4.4,G2V,0.001,0.1,1.23
TOI-5110 b,TOI-5110,TIC 239977528,0.2157,11.98240037,921.7023803,,6160.0,2.333,1.469,7.030,4.0,F8V,0.001,0.1,1.23
TOI-3693 b,TOI-3693,TIC 240823272,0.0813,12.59889431,324.18497514,,5321.0,0.791,0.867,0.453,3.0,K0V,0.001,0.1,1.23
TOI-1467 b,TOI-1467,TIC 240968774,0.050748,1.92,9.0,,3834.0,0.491,0.489,0.038,7.2,M0V,0.001,0.6,1.23
TIC 241249530 b,TIC 241249530,TIC 241249530,0.641,13.29385111,1582.78546686,,6166.0,1.397,1.271,2.560,3.2,F8V,0.001,0.1,1.23
TOI-1468 b,TOI-1468,TIC 243185500,0.02107,1.401,3.04,M3.0 V,3376.0,0.3714,0.3527,0.016,nan,M3V,0.001,0.6,1.23
TOI-1468 c,TOI-1468,TIC 243185500,0.08608,2.126,4.1,M3.0 V,3376.0,0.3714,0.3527,0.016,nan,M3V,0.001,0.6,1.23
TOI-2338 b,TOI-2338,TIC 24358417,0.158,11.2089807,1900.61387386,,5581.0,1.05,0.99,0.970,7.0,G6V,0.001,0.1,1.23
TOI-3235 b,TOI-3235,TIC 243641947,0.02709,11.39953337,211.355890655,M V,3388.8,0.3697,0.3939,0.016,nan,M3V,0.001,0.6,1.23
TOI-3688 A b,TOI-3688 A,TIC 245509452,0.0456,13.08088048,311.47183886,,5950.0,1.302,1.199,1.920,3.3,G0V,0.001,0.1,1.23
TOI-5293 A b,TOI-5293 A,TIC 250111245,0.034,11.9,170.4,M3+/-1,3586.0,0.52,0.54,0.042,2.9,M2V,0.001,0.6,1.23
TOI-178 b,TOI-178,TIC 251848941,0.02607,1.2,0.96,K,4316.0,0.662,0.647,0.136,6.0,K6V,0.001,0.1,1.23
TOI-178 d,TOI-178,TIC 251848941,0.0592,2.695,5.2,K,4316.0,0.662,0.647,0.136,6.0,K6V,0.001,0.1,1.23
TOI-178 e,TOI-178,TIC 251848941,0.0783,2.301,3.48,K,4316.0,0.662,0.647,0.136,6.0,K6V,0.001,0.1,1.23
TOI-178 c,TOI-178,TIC 251848941,0.037,1.754,4.64,K,4316.0,0.662,0.647,0.136,6.0,K6V,0.001,0.1,1.23
TOI-178 g,TOI-178,TIC 251848941,0.1275,2.939,4.4,K,4316.0,0.662,0.647,0.136,6.0,K6V,0.001,0.1,1.23
TOI-1130 c,TOI-1130,TIC 254113311,0.0731,13.0,336.0,K6-K7,4360.0,0.697,0.745,0.140,5.4,K6V,0.001,0.1,1.23
TOI-1130 b,TOI-1130,TIC 254113311,0.0453,3.66,19.8,K6-K7,4360.0,0.697,0.745,0.140,5.4,K6V,0.001,0.1,1.23
TIC 257060897 b,TIC 257060897,TIC 257060897,0.04922,17.26183028,201.503210038,F,5993.0,1.863,1.187,4.030,5.6,F9.5V,0.001,0.1,1.23
NGTS-20 b,NGTS-20,TIC 257527578,0.313,11.99360935,947.12865286,G1 IV,5980.0,1.78,1.47,4.416,4.1,F9.5V,0.001,0.1,1.23
TOI-451 c,TOI-451,TIC 257605131,0.0795,2.93,3.7,G8 V,5490.0,0.85,0.93,0.590,0.125,G8V,0.001,0.1,1.23
TOI-451 b,TOI-451,TIC 257605131,0.0274,1.84,4.7,G8 V,5490.0,0.85,0.93,0.590,0.125,G8V,0.001,0.1,1.23
TOI-451 d,TOI-451,TIC 257605131,0.1168,3.93,10.2,G8 V,5490.0,0.85,0.93,0.590,0.125,G8V,0.001,0.1,1.23
TOI-1444 b,TOI-1444,TIC 258514800,0.0116,1.41792246,3.58,G,5460.0,0.9105,0.9513,0.667,3.8,G8V,0.001,0.1,1.23
TOI-2567 b,TOI-2567,TIC 258920431,0.0672,10.92875618,63.883509807,,5611.0,1.686,1.13,2.540,7.6,G6V,0.001,0.1,1.23
TOI-5218 b,TOI-5218,TIC 259172249,0.0469,9.86,657.0,,4230.0,0.708,0.739,0.150,6.7,K6V,0.001,0.1,1.23
TOI-270 d,TOI-270,TIC 259377017,0.0721,2.0,4.2,M3 V,3506.0,0.38,0.386,0.019,nan,M2.5V,0.001,0.6,1.23
TOI-270 b,TOI-270,TIC 259377017,0.03197,1.28,1.48,M,3506.0,0.38,0.386,0.019,nan,M2.5V,0.001,0.6,1.23
TOI-270 c,TOI-270,TIC 259377017,0.04526,2.33,6.2,M,3506.0,0.38,0.386,0.019,nan,M2.5V,0.001,0.6,1.23
LHS 1815 b,LHS 1815,TIC 260004324,0.0404,1.088,1.58,M1,3643.0,0.501,0.502,0.041,nan,M1V,0.001,0.6,1.23
TOI-1338 b,TOI-1338 A,TIC 260128333,0.4607,7.661,11.3,F8,5723.2,1.313,1.0936,2.133,4.4,G3V,0.001,0.1,1.23
TOI-5349 b,TOI-5349,TIC 26054627,0.0369,10.2,127.4,M1+/-0.5,3751.0,0.58,0.61,0.063,9.0,M0.5V,0.001,0.6,1.23
pi Men c,HD 39091,TIC 261136679,0.06839,2.0189,3.63,G0 V,5998.0,1.17,1.07,1.440,2.98,F9.5V,0.001,0.1,1.23
TOI-905 b,TOI-905,TIC 261867566,0.04666,13.125739,211.99261,,5570.0,0.918,0.968,0.730,3.4,G7V,0.001,0.1,1.23
GJ 3090 b,GJ 3090,TIC 262530407,0.0316,2.18,4.52,M2 V,3707.0,0.516,0.519,0.045,nan,M1V,0.001,0.6,1.23
HD 5278 b,HD 5278,TIC 263003176,0.1202,2.45,7.8,F V,6203.0,1.194,1.126,1.907,3.0,F8V,0.001,0.1,1.23
TOI-2498 b,TOI-2498,TIC 263179590,0.0491,6.06,34.62,,5905.0,1.26,1.12,1.866,3.6,G0V,0.001,0.1,1.23
HD 207897 b,HD 207897,TIC 264678534,0.117,2.34302132,14.8,K0 V,5106.0,0.7827,0.8208,0.379,4.7,K2V,0.001,0.1,1.23
TOI-2010 b,TOI-2010,TIC 26547036,0.5516,11.81426566,408.727331402,F0,5929.0,1.079,1.112,1.299,1.9,G0V,0.001,0.1,1.23
TOI-5210 b,TOI-5210,TIC 265979849,0.0557,10.72699453,81.999729006,,5723.0,1.209,1.105,1.420,5.3,G3V,0.001,0.1,1.23
HD 219666 b,HD 219666,TIC 266980320,0.06356,4.898,17.6,G5 V,5540.0,1.059,1.02,0.938,10.0,G7V,0.001,0.1,1.23
TOI-5300 b,TOI-5300,TIC 267215820,0.0295,9.86390302,190.6970442,K4 V,4610.0,0.65,0.67,0.173,nan,K4V,0.001,0.1,1.23
HD 2685 b,HD 2685,TIC 267263253,0.0568,16.14096,371.8611,,6801.0,1.56,1.43,4.660,1.31,F2V,0.001,0.1,1.23
WD 1856+534 b,WD 1856+534,TIC 267574918,0.0204,10.4,4386.054,DC,4710.0,0.0131,0.518,0.000,7.93,K4V,0.001,0.1,1.23
TOI-1937 A b,TOI-1937 A,TIC 268301217,0.01932,13.97759893,638.83509807,,5814.0,1.08,1.072,1.202,3.6,G2V,0.001,0.1,1.23
TOI-1691 b,TOI-1691,TIC 268334473,0.129365,3.66,14.6,,5759.0,1.0,1.03,0.932,6.6,G2V,0.001,0.1,1.23
TOI-2420 b,TOI-2420,TIC 268532343,0.0684,15.02003414,294.626933289,,5707.0,2.369,1.158,4.860,5.3,G3V,0.001,0.1,1.23
TOI-2529 b,TOI-2529,TIC 269333648,0.327,11.54525012,743.71847238,,5802.0,1.7,1.11,2.910,7.23,G2V,0.001,0.1,1.23
HD 191939 d,HD 191939,TIC 269701147,0.2132,2.995,2.8,G9 V,5348.0,0.94,0.81,0.650,8.7,G9V,0.001,0.1,1.23
HD 191939 b,HD 191939,TIC 269701147,0.0804,3.41,10.0,G9 V,5348.0,0.94,0.81,0.650,8.7,G9V,0.001,0.1,1.23
HD 191939 c,HD 191939,TIC 269701147,0.1752,3.195,8.0,G9 V,5348.0,0.94,0.81,0.650,8.7,G9V,0.001,0.1,1.23
TOI-150.01,TOI-150,TIC 271893367,0.07037,14.067295,797.7533,F,6255.0,1.526,1.351,3.137,2.346,F7V,0.001,0.1,1.23
TOI-3474 b,TOI-3474,TIC 274367763,0.0502,14.67255574,193.87532827,,6020.0,1.256,1.121,1.860,4.7,F9V,0.001,0.1,1.23
TOI-2076 b,TOI-2076,TIC 27491137,0.0682,2.39,16.1,K,5201.0,0.774,0.883,0.378,0.338,K1V,0.001,0.1,1.23
TOI-2076 d,TOI-2076,TIC 27491137,0.199,3.43087751,29.0,K,5192.0,0.796,0.8557,0.419,2.7,K1V,0.001,0.1,1.23
TOI-2076 c,TOI-2076,TIC 27491137,0.142,3.69441587,55.0,K,5192.0,0.796,0.8557,0.419,2.7,K1V,0.001,0.1,1.23
TOI-2382 b,TOI-2382,TIC 2760219,0.059,12.25141591,235.19302118,,6033.0,1.417,1.26,2.397,3.1,F9V,0.001,0.1,1.23
TOI-521 b,TOI-521,TIC 27649847,0.0195,1.98,5.3,M3,3544.0,0.421,0.42,0.025,0.8,M2V,0.001,0.6,1.23
TOI-4994 b,TOI-4994,TIC 277128619,0.1515,8.54124329,88.99195396,,5640.0,1.055,1.005,1.020,6.3,G5V,0.001,0.1,1.23
TOI-771 b,TOI-771,TIC 277634430,0.0208,1.36,2.47,M3,3370.0,0.232,0.22,0.006,6.7,M3V,0.001,0.6,1.23
TIC 279401253 b,TIC 279401253,TIC 279401253,0.369,11.2089807,1951.46641898,,5951.0,1.06,1.13,1.250,1.2,G0V,0.001,0.1,1.23
HD 21749 c,GJ 143,TIC 279741379,0.0695,0.892,3.7,K4.5,4640.0,0.695,0.73,0.206,3.8,K4V,0.001,0.1,1.23
GJ 143 b,GJ 143,TIC 279741379,0.1915,2.61,22.7,K4.5,4640.0,0.695,0.73,0.206,3.8,K4V,0.001,0.1,1.23
TOI-4145 A b,TOI-4145 A,TIC 279947414,0.04823,13.30506009,136.66621501,,5281.0,0.859,0.905,0.516,4.7,K0V,0.001,0.1,1.23
TOI-375 b,TOI-375,TIC 280097543,0.099,10.77183045,236.782163215,,5259.9,2.9,1.441,5.754,2.94,K0V,0.001,0.1,1.23
TOI-677 b,TOI-677,TIC 280206394,0.1041,13.11450742,392.200254238,F8,6295.0,1.28,1.181,2.050,2.92,F7V,0.001,0.1,1.23
TOI-969 b,TOI-969,TIC 280437559,0.02636,2.765,9.1,K V,4435.0,0.671,0.734,0.199,2.03,K5V,0.001,0.1,1.23
TOI-3364 b,TOI-3364,TIC 280655495,0.0675,12.22899794,530.77343969,,5706.0,1.419,1.186,1.930,5.4,G3V,0.001,0.1,1.23
TOI-628 b,TOI-628,TIC 281408474,0.0486,11.88154,2011.8639,,6250.0,1.345,1.311,2.480,1.28,F7V,0.001,0.1,1.23
TOI-5005 b,TOI-5005,TIC 282485660,0.06614,6.25,32.7,G2 V,5749.0,0.93,0.97,0.990,2.2,G2V,0.001,0.1,1.23
TOI-1470 c,TOI-1470,TIC 284441182,0.106,2.47,7.24,M1.5 V,3709.0,0.469,0.471,0.038,1.3,M1V,0.001,0.6,1.23
TOI-1470 b,TOI-1470,TIC 284441182,0.0285,2.18,7.32,M1.5 V,3709.0,0.469,0.471,0.038,1.3,M1V,0.001,0.6,1.23
TOI-1728 b,TOI-1728,TIC 285048486,0.0391,5.05,26.78,M0,3980.0,0.6243,0.646,0.088,7.1,K8V,0.001,0.1,1.23
TOI-6008 b,TOI-6008,TIC 286201103,0.010777,1.03,4.0,M5.0,3075.0,0.242,0.23,0.005,3.0,M5V,0.0001,0.6,1.23
TOI-1794 b,TOI-1794,TIC 286916251,0.082,3.29701268,8.7,,5631.0,1.3162,0.9698,1.575,10.8,G5V,0.001,0.1,1.23
TOI-1751 b,TOI-1751,TIC 287080092,0.215,2.9507845,19.5,,5970.0,1.3137,0.9382,1.983,9.0,F9.5V,0.001,0.1,1.23
TOI-2981 b,TOI-2981,TIC 287145649,0.048,13.4,638.0,,5940.0,1.08,1.03,1.306,4.5,G0V,0.001,0.1,1.23
TOI-2141 b,TOI-2141,TIC 287256467,0.1322,3.147,20.1,,5635.0,0.95,0.896,0.891,9.0,G5V,0.001,0.1,1.23
TOI-1259 A b,TOI-1259 A,TIC 288735205,0.0407,11.45557828,140.162327487,,4775.0,0.711,0.744,0.257,4.8,K3V,0.001,0.1,1.23
TOI-1685 b,TOI-1685,TIC 28900646,0.01164,1.421,3.07,M3 V,3470.0,0.462,0.466,0.030,1.4,M2.5V,0.001,0.6,1.23
TOI-1753 b,TOI-1753,TIC 289580577,0.059,2.47852533,16.6,,5621.0,0.9715,0.9483,0.852,5.9,G6V,0.001,0.1,1.23
TOI-3682 b,TOI-3682,TIC 28961316,0.048,12.80065596,69.286592726,,5703.0,1.735,1.32,2.870,4.2,G3V,0.001,0.1,1.23
TOI-3807 b,TOI-3807,TIC 289661991,0.0421,18.49481816,330.54154328,,5772.0,1.468,1.181,2.150,5.6,G2V,0.001,0.1,1.23
HD 202772 A b,HD 202772 A,TIC 290131778,0.05208,17.317905,323.23311,,6272.0,2.591,1.72,9.360,1.7,F7V,0.001,0.1,1.23
HD 207496 b,HD 207496,TIC 290348383,0.0629,2.25,6.1,K2.5 V,4819.0,0.769,0.8,0.310,0.52,K3V,0.001,0.1,1.23
TOI-3464 b,TOI-3464,TIC 290504044,0.0515,13.7646283,397.28550875,,6370.0,1.56,1.363,3.620,2.1,F6V,0.001,0.1,1.23
BD-14 3065 b,BD-14 3065 A,TIC 293607057,0.0656,21.59,3932.0,,6935.0,2.35,1.41,11.482,2.24,F1V,0.001,0.1,1.23
HD 235088 b,HD 235088,TIC 293954617,0.0706,1.982,4.15,K V,5075.0,0.772,0.849,0.360,0.7,K2V,0.001,0.1,1.23
TOI-1117 b,TOI-1117,TIC 295541511,0.033,2.46,8.9,G5 V,5635.0,1.05,0.97,0.360,4.42,G5V,0.001,0.1,1.23
HD 28109 d,HD 28109,TIC 29781292,0.411,3.11,5.8,F8,6189.0,1.425,1.227,2.710,3.2,F8V,0.001,0.1,1.23
HD 28109 b,HD 28109,TIC 29781292,0.1357,2.69,6.2,F8,6189.0,1.425,1.227,2.710,3.2,F8V,0.001,0.1,1.23
HD 28109 c,HD 28109,TIC 29781292,0.308,4.13,9.2,F8,6189.0,1.425,1.227,2.710,3.2,F8V,0.001,0.1,1.23
TOI-172 b,TOI-172,TIC 29857954,0.0914,10.816685,1722.6386,,5645.0,1.777,1.128,2.890,7.4,G5V,0.001,0.1,1.23
TOI-2180 b,TOI-2180,TIC 298663873,0.828,11.32107051,875.617261285,G5,5695.0,1.636,1.111,2.544,8.1,G4V,0.001,0.1,1.23
TOI-1201 b,TOI-1201,TIC 29960110,0.0287,2.415,6.28,M2.0 V,3476.0,0.508,0.512,0.034,nan,M2.5V,0.001,0.6,1.23
TOI-1062 b,TOI-1062,TIC 299799658,0.052,2.265,10.15,G9 V,5328.0,0.84,0.94,0.532,2.5,G9V,0.001,0.1,1.23
TOI-2322 b,TOI-2322,TIC 300812741,0.0924,0.994,2.31,K4,4664.0,0.662,0.703,0.181,3.9,K4V,0.001,0.1,1.23
TOI-2322 c,TOI-2322,TIC 300812741,0.1362,1.874,18.1,K4,4664.0,0.662,0.703,0.181,3.9,K4V,0.001,0.1,1.23
TOI-5076 b,TOI-5076,TIC 303432813,0.1481,3.48935569,16.1456830756,K2 V,4780.0,0.844,0.789,0.336,8.4,K3V,0.001,0.1,1.23
NGTS-27 b,NGTS-27,TIC 305739565,0.0446,15.64773706,188.472245351,,5700.0,1.77,1.07,3.264,7.9,G3V,0.001,0.1,1.23
HIP 9618 b,HIP 9618,TIC 306263608,0.145,3.82838127,8.3,,5649.0,0.9593,0.942,0.848,5.6,G5V,0.001,0.1,1.23
HIP 9618 c,HIP 9618,TIC 306263608,0.269,3.42855926,7.0,,5649.0,0.9593,0.942,0.848,5.6,G5V,0.001,0.1,1.23
TOI-3321 b,TOI-3321,TIC 306648160,0.047,15.55806521,176.076937478,,5850.0,1.549,1.041,2.540,8.1,G1V,0.001,0.1,1.23
TOI-1472 b,TOI-1472,TIC 306955329,0.064,4.058,18.05,,5100.0,0.84,0.87,0.441,3.1,K2V,0.001,0.1,1.23
TOI-776 b,TOI-776,TIC 306996324,0.0653,1.798,5.0,M1 V,3725.0,0.547,0.542,0.049,6.1,M0.5V,0.001,0.6,1.23
TOI-776 c,TOI-776,TIC 306996324,0.1001,2.047,6.9,M1 V,3725.0,0.547,0.542,0.049,6.1,M0.5V,0.001,0.6,1.23
L 98-59 c,L 98-59,TIC 307210830,0.0309,1.329,2.0,M3 V,3415.0,0.3155,0.2923,0.012,4.94,M3V,0.001,0.6,1.23
L 98-59 d,L 98-59,TIC 307210830,0.0494,1.627,1.64,M3 V,3415.0,0.3155,0.2923,0.012,4.94,M3V,0.001,0.6,1.23
L 98-59 b,L 98-59,TIC 307210830,0.0223,0.837,0.46,M3 V,3415.0,0.3155,0.2923,0.012,4.94,M3V,0.001,0.6,1.23
HD 260655 b,HD 260655,TIC 307809773,0.02933,1.24,2.14,M0 V,3803.0,0.439,0.439,0.036,5.0,M0.5V,0.001,0.6,1.23
HD 260655 c,HD 260655,TIC 307809773,0.04749,1.533,3.09,M0 V,3803.0,0.439,0.439,0.036,5.0,M0.5V,0.001,0.6,1.23
TOI-4633 c,TOI-4633,TIC 307958020,0.847,3.2,123.0,G V,5800.0,1.05,1.1,2.048,1.3,G2V,0.001,0.1,1.23
TOI-3837 b,TOI-3837,TIC 308073360,0.099,10.87271128,187.51876013,,5905.0,1.2,0.89,1.571,11.2,G0V,0.001,0.1,1.23
TOI-6330 b,TOI-6330,TIC 308120029,0.05763,10.89,3179.0,,3539.0,0.49,0.531,0.037,7.6,M2V,0.001,0.6,1.23
TOI-199 b,TOI-199,TIC 309792357,0.4254,9.07927437,54.03082919,G9 V,5255.0,0.82,0.936,0.459,0.8,K0V,0.001,0.1,1.23
TOI-4087 b,TOI-4087,TIC 310002617,0.04469,13.04725353,232.01473711,,6060.0,1.112,1.178,1.500,0.8,F9V,0.001,0.1,1.23
TOI-3980 b,TOI-3980,TIC 312548829,0.0494,14.4595851,187.51876013,,5840.0,1.626,1.24,2.770,4.7,G1V,0.001,0.1,1.23
TOI-431 b,TOI-431,TIC 31374837,0.0113,1.28,3.07,,4850.0,0.731,0.78,0.272,nan,K3V,0.001,0.1,1.23
TOI-431 d,TOI-431,TIC 31374837,0.098,3.29,9.9,,4850.0,0.731,0.78,0.272,nan,K3V,0.001,0.1,1.23
TOI-1052 b,TOI-1052,TIC 317060587,0.09103,2.87,16.9,,6146.0,1.264,1.204,2.420,2.3,F8V,0.001,0.1,1.23
TOI-2346 b,TOI-2346,TIC 317483660,0.0473,16.11851425,394.10722468,,6480.0,1.38,1.271,3.030,1.9,F5V,0.001,0.1,1.23
TOI-480 b,TOI-480,TIC 317548889,0.077,2.85372018,20.8,,6174.0,1.4877,1.2793,2.897,2.7,F8V,0.001,0.1,1.23
LHS 1903 c,LHS 1903,TIC 318022259,0.05387,2.046,4.55,M,3664.0,0.539,0.538,0.047,7.08,M1V,0.001,0.6,1.23
LHS 1903 b,LHS 1903,TIC 318022259,0.02656,1.382,3.28,M,3664.0,0.539,0.538,0.047,7.08,M1V,0.001,0.6,1.23
LHS 1903 d,LHS 1903,TIC 318022259,0.08604,2.5,5.96,M,3664.0,0.539,0.538,0.047,7.08,M1V,0.001,0.6,1.23
TOI-2443 b,TOI-2443,TIC 318753380,0.105,2.363,4.8,K5 V,4375.0,0.631,0.642,0.136,7.5,K5V,0.001,0.1,1.23
TOI-2886 b,TOI-2886,TIC 318796593,0.02871,18.6405349,444.9597698,,6240.0,1.241,1.229,2.100,1.7,F7V,0.001,0.1,1.23
HD 183579 b,HD 183579,TIC 320004517,0.1322,3.49,20.4,G2 V,5784.0,0.96,0.996,0.925,3.1,G2V,0.001,0.1,1.23
TOI-1420 b,TOI-1420,TIC 321857016,0.071,11.89,25.1,,5510.0,0.923,0.987,0.705,10.7,G8V,0.001,0.1,1.23
NGTS-30 b,NGTS-30,TIC 322807371,0.408,10.40193409,305.11527072,,5455.0,0.913,0.94,0.650,1.1,G8V,0.001,0.1,1.23
TOI-6692 b,TOI-6692,TIC 324609409,0.512,11.67975789,197.05361234,,5890.0,1.385,1.047,2.080,7.8,G1V,0.001,0.1,1.23
TOI-6016 b,TOI-6016,TIC 327369524,0.055,13.67495645,371.85923619,F,6110.0,1.51,1.31,2.890,0.3,F9V,0.001,0.1,1.23
TOI-6383 A b,TOI-6383 A,TIC 328513434,0.02292,11.29,331.0,M3,3444.0,0.457,0.458,0.033,nan,M3V,0.001,0.6,1.23
TOI-2485 b,TOI-2485,TIC 328934463,0.1093,12.1393261,766.602117684,,6016.4,1.72,1.163,3.310,6.0,F9.5V,0.001,0.1,1.23
TOI-2285 b,TOI-2285,TIC 329148988,0.1363,1.77,19.5,,3491.0,0.464,0.454,0.029,nan,M2.5V,0.001,0.6,1.23
TOI-2714 b,TOI-2714,TIC 332534326,0.036,13.72,228.0,,5665.0,1.25,1.07,1.446,5.5,G5V,0.001,0.1,1.23
TOI-2373 b,TOI-2373,TIC 332558858,0.112,10.42435205,2955.8041851,,5651.0,1.102,1.041,1.125,5.9,G5V,0.001,0.1,1.23
TOI-1422 b,TOI-1422,TIC 333473672,0.107,3.83,9.5,G2 V,5840.0,1.019,0.9903,1.116,4.6,G1V,0.001,0.1,1.23
HD 20329 b,HD 20329,TIC 333657795,0.018,1.72,7.42,,5596.0,1.13,0.9,1.120,11.0,G6V,0.001,0.1,1.23
NGTS-35 b,NGTS-35,TIC 333736132,0.16,10.9,152.0,K3.5 V,4717.0,0.753,0.789,0.253,1.5,K3V,0.001,0.1,1.23
TOI-4860 b,TOI-4860,TIC 335590096,0.01808,8.7,86.7,M3.5 V,3260.0,0.358,0.34,0.015,4.5,M3.5V,0.001,0.6,1.23
TOI-778 b,TOI-778,TIC 335630746,0.06,15.4,878.0,F3 V,6643.0,1.71,1.4,5.760,1.95,F4V,0.001,0.1,1.23
TOI-849 b,TOI-849,TIC 33595516,0.0155,3.64,41.8,G,5257.0,0.97,0.97,0.605,6.7,K0V,0.001,0.1,1.23
TOI-2136 b,TOI-2136,TIC 336128819,0.057,2.19,6.37,M4.5 V,3342.0,0.34,0.34,0.013,4.6,M3.5V,0.001,0.6,1.23
TOI-5322 b,TOI-5322,TIC 336691874,0.0604,16.6117094,184.022647653,,5692.0,1.462,0.998,2.030,9.7,G4V,0.001,0.1,1.23
TOI-469.01,TOI-469,TIC 33692729,0.111,3.41,9.1,,5289.0,0.98,0.901,0.709,11.2,K0V,0.001,0.1,1.23
TOI-481 b,TOI-481,TIC 339672028,0.097,11.09691,486.2799,G,5735.0,1.66,1.14,2.720,6.7,G3V,0.001,0.1,1.23
GJ 367 b,GJ 367,TIC 34068865,0.00709,0.699,0.633,M1.0 V,3522.0,0.458,0.455,0.029,nan,M2V,0.001,0.6,1.23
TOI-2158 b,TOI-2158,TIC 342642208,0.075,10.76062147,260.61929374,,5673.0,1.41,1.12,1.701,8.0,G4V,0.001,0.1,1.23
TOI-1386 b,TOI-1386,TIC 343019899,0.173,6.2163865,45.8,G5V,5735.0,1.0235,1.0363,1.024,3.2,G3V,0.001,0.1,1.23
TOI-1448 b,TOI-1448,TIC 343628284,0.0567,2.749,19.5,,3412.0,0.38,0.372,0.018,nan,M3V,0.001,0.6,1.23
